option,maximum mark after weighting,combination of components,a*,a,b,c,d,e,year,month
A (A1),400,"01, 02, 03, 04",297,276,255,222,189,156,2023,on
A (A2),200,"01, 02",–,138,128,111,94,77,2023,on
S,200,"01, 02",–,138,128,111,94,77,2023,on
A,400,"01, 02, 03, 04",302,276,250,217,184,152,2022,on
L,400,"01, 02, 03, 84/94",302,275,248,215,183,151,2022,on
S,200,"01, 02",–,140,127,110,93,77,2022,on
