option,maximum mark after weighting,combination of components,a,b,c,d,e,year,month
SB,100,"02, 03",74,65,56,48,40,2023,mj
SB,100,"02, 03",73,63,54,45,37,2022,mj
SB,100,"02, 03",79,69,60,52,44,2024,on
SB,100,"02, 03",77,67,58,50,42,2023,on
SB,100,"02, 03",79,69,60,52,44,2025,on
SB,100,"02, 03",73,63,54,46,38,2022,on
SB,100,"02, 03",74,65,56,48,40,2024,mj
SB,100,"02, 03",77,67,58,50,42,2025,mj
