option,maximum mark after weighting,combination of components,a*,a,b,c,d,e,year,month
A1,200,"02, 03, 04, 05",164,151,138,123,108,94,2022,on
A1,200,"02, 03, 04, 05",167,155,143,127,112,97,2023,on
