option,maximum mark after weighting,combination of components,a*,a,b,c,d,e,year,month
CY1,260.0,"42, 52, 95",194,165,136,110,85,60,2023,mj
CY2,260.0,"42, 52, 98",195,167,139,113,87,62,2023,mj
HX,260.0,"11, 21, 32, 41, 51",204,178,152,127,102,77,2023,mj
HY,260.0,"12, 22, 34, 42, 52",207,179,151,124,98,72,2023,mj
P1,75.0,50,–,60,51,43,35,27,2023,mj
P3,150.0,"60, 80",130,116,102,86,71,56,2023,mj
S1,130.0,"11, 21, 31",–,92,80,69,58,47,2023,mj
S2,130.0,"11, 21, 32",–,93,83,71,60,49,2023,mj
S3,130.0,"12, 22, 33",–,97,84,70,57,44,2023,mj
S4,130.0,"12, 22, 34",–,96,84,71,58,45,2023,mj
S5,130.0,"13, 23, 35",–,93,81,69,57,46,2023,mj
AY (AY1),,"12, 22, 33, 42, 52",191,167,143,115,88,61,2022,fm
AY (AY2),,"12, 22, 33",–,90,77,63,49,36,2022,fm
BY (BY1),,"42, 52, 85",194,169,144,117,90,63,2022,fm
BY (BY2),,"42, 52, 88",189,165,141,113,86,59,2022,fm
BY (BYJ),,"42, 52",85,73,61,45,29,13,2022,fm
CY (CY1),,"42, 52, 95",184,160,136,110,84,59,2022,fm
CY (CY2),,"42, 52, 98",182,158,134,108,82,57,2022,fm
CY (CYN),,"42, 52",85,73,61,45,29,13,2022,fm
DV (DV1),,"12, 22, 33, 42, 52",191,167,143,115,88,61,2022,fm
DV (DV2),,"42, 52, 75",187,165,143,118,93,68,2022,fm
DV (DV3),,"42, 52, 85",194,169,144,117,90,63,2022,fm
DV (DV4),,"42, 52, 88",189,165,141,113,86,59,2022,fm
DV (DV5),,"42, 52, 95",184,160,136,110,84,59,2022,fm
DV (DV6),,"42, 52, 98",182,158,134,108,82,57,2022,fm
DV (DV7),,"12, 22, 33",–,90,77,63,49,36,2022,fm
DV (DVJ),,"42, 52",85,73,61,45,29,13,2022,fm
DV (DVN),,"42, 52",85,73,61,45,29,13,2022,fm
EV,,"42, 52, 75",187,165,143,118,93,68,2022,fm
S3,,"12, 22, 33",–,90,77,63,49,36,2022,fm
AC,260.0,"14, 24, 37, 44, 54",214,190,166,138,110,83,2025,on
AX,260.0,"11, 21, 31, 41, 51",207,185,163,136,110,84,2025,on
AY,260.0,"12, 22, 33, 42, 52",201,177,153,127,101,75,2025,on
AZ,260.0,"13, 23, 35, 43, 53",207,184,161,134,108,82,2025,on
BC1,260.0,"44, 54, 62",206,182,158,131,104,77,2025,on
BC2,260.0,"44, 54, 63",206,181,156,129,102,76,2025,on
BT1,260.0,"42, 52, 84",194,173,152,127,103,79,2025,on
BT2,260.0,"42, 52, 87",196,173,150,126,102,78,2025,on
BU1,260.0,"43, 53, 85",207,185,163,135,108,81,2025,on
BU2,260.0,"43, 53, 88",207,184,161,134,107,80,2025,on
BX1,260.0,"41, 51, 84",201,182,163,137,111,86,2025,on
BX2,260.0,"41, 51, 87",203,182,161,135,110,85,2025,on
BY1,260.0,"42, 52, 85",200,176,152,126,100,74,2025,on
BY2,260.0,"42, 52, 88",200,175,150,124,98,73,2025,on
BZ1,260.0,"43, 53, 86",205,183,161,134,107,81,2025,on
CN1,260.0,"44, 54, 96",214,189,164,136,108,80,2025,on
CN2,260.0,"44, 54, 99",214,189,164,136,109,82,2025,on
CX1,260.0,"41, 51, 94",209,185,161,135,110,85,2025,on
CY1,260.0,"42, 52, 95",202,176,150,125,100,76,2025,on
CY2,260.0,"42, 52, 98",201,176,151,126,102,78,2025,on
CZ1,260.0,"43, 53, 96",211,187,163,136,109,82,2025,on
CZ2,260.0,"43, 53, 99",211,187,163,136,110,84,2025,on
EV,260.0,"42, 52, 75",199,178,157,132,107,82,2025,on
HC,260.0,"14, 24, 38, 44, 54",214,190,166,138,110,83,2025,on
HY,260.0,"12, 22, 34, 42, 52",201,177,153,127,102,77,2025,on
HZ,260.0,"13, 23, 36, 43, 53",207,184,161,134,108,82,2025,on
S1,130.0,"11, 21, 31",–,97,85,73,61,49,2025,on
S3,130.0,"12, 22, 33",–,98,86,73,60,47,2025,on
S4,130.0,"12, 22, 34",–,98,86,73,61,49,2025,on
S5,130.0,"13, 23, 35",–,96,83,71,59,47,2025,on
S6,130.0,"13, 23, 36",–,96,83,71,59,47,2025,on
SA,130.0,"14, 24, 37",–,100,87,74,62,50,2025,on
SB,130.0,"14, 24, 38",–,100,87,74,62,50,2025,on
BT2,260.0,"42, 52, 87",209,191,173,145,117,89,2024,on
BU1,260.0,"43, 53, 85",212,190,168,139,110,81,2024,on
BU2,260.0,"43, 53, 88",213,191,169,140,111,83,2024,on
BY1,260.0,"42, 52, 85",216,193,170,140,110,81,2024,on
BY2,260.0,"42, 52, 88",217,194,171,141,112,83,2024,on
BZ1,260.0,"43, 53, 86",210,189,168,140,113,86,2024,on
CX1,260.0,"41, 51, 94",211,188,165,136,108,80,2024,on
CY1,260.0,"42, 52, 95",213,189,165,136,107,79,2024,on
CY2,260.0,"42, 52, 98",212,188,164,135,107,79,2024,on
CZ1,260.0,"43, 53, 96",214,190,166,138,110,82,2024,on
CZ2,260.0,"43, 53, 99",213,190,167,139,111,83,2024,on
EV,260.0,"42, 52, 75",216,197,178,150,122,95,2024,on
HY,260.0,"12, 22, 34, 42, 52",214,191,168,140,113,86,2024,on
HZ,260.0,"13, 23, 36, 43, 53",213,190,167,139,112,85,2024,on
S1,130.0,"11, 21, 31",–,97,83,72,61,50,2024,on
S3,130.0,"12, 22, 33",–,97,83,71,59,48,2024,on
S4,130.0,"12, 22, 34",–,97,84,72,61,50,2024,on
S5,130.0,"13, 23, 35",–,99,85,72,59,47,2024,on
S6,130.0,"13, 23, 36",–,99,85,73,61,49,2024,on
AY,260.0,"12, 22, 33, 42, 52",197,174,151,126,101,77,2023,fm
BT1,260.0,"42, 52, 84",197,171,145,119,94,69,2023,fm
BY1,260.0,"42, 52, 85",196,170,144,117,90,64,2023,fm
BY2,260.0,"42, 52, 88",196,170,144,117,91,65,2023,fm
CY1,260.0,"42, 52, 95",189,164,139,114,89,65,2023,fm
CY2,260.0,"42, 52, 98",190,166,142,117,92,67,2023,fm
EV,260.0,"42, 52, 75",197,172,147,120,94,68,2023,fm
EVM,130.0,"42, 52",91,78,65,50,35,21,2023,fm
S3,130.0,"12, 22, 33",–,92,81,69,57,45,2023,fm
BX1,260.0,"41, 51, 84",186,165,144,119,94,70,2022,mj
BX2,260.0,"41, 51, 87",185,164,143,118,94,70,2022,mj
BXJ,130.0,"41, 51",85,74,63,47,32,17,2022,mj
BY1,260.0,"42, 52, 85",191,166,141,113,86,59,2022,mj
BY2,260.0,"42, 52, 88",186,162,138,110,82,55,2022,mj
BYJ,130.0,"42, 52",82,70,58,43,28,13,2022,mj
BZ1,260.0,"43, 53, 86",198,173,148,121,95,69,2022,mj
CP1,260.0,"43, 53, 94",185,162,139,113,88,63,2022,mj
CQ1,260.0,"41, 51, 95",184,161,138,112,87,62,2022,mj
CQ2,260.0,"41, 51, 98",182,159,136,110,85,60,2022,mj
CQN,130.0,"41, 51",85,74,63,47,32,17,2022,mj
CR1,260.0,"42, 52, 96",186,161,136,109,82,56,2022,mj
CR2,260.0,"42, 52, 99",183,159,135,108,81,54,2022,mj
CRN,130.0,"42, 52",82,70,58,43,28,13,2022,mj
CX1,260.0,"41, 51, 94",185,162,139,113,88,63,2022,mj
CY1,260.0,"42, 52, 95",181,157,133,107,81,55,2022,mj
CY2,260.0,"42, 52, 98",179,155,131,105,79,53,2022,mj
CYN,130.0,"42, 52",82,70,58,43,28,13,2022,mj
HX,260.0,"11, 21, 32, 41, 51",191,167,143,117,91,65,2022,mj
HY,260.0,"12, 22, 34, 42, 52",187,162,137,109,81,54,2022,mj
P1,75.0,50,–,55,47,38,29,20,2022,mj
P2,150.0,"50, 60",126,109,92,74,56,38,2022,mj
P3,150.0,"60, 80",130,114,98,81,64,48,2022,mj
S1,130.0,"11, 21, 31",–,89,75,62,49,37,2022,mj
S2,130.0,"11, 21, 32",–,89,75,62,49,37,2022,mj
S3,130.0,"12, 22, 33",–,88,74,60,46,32,2022,mj
S4,130.0,"12, 22, 34",–,88,74,60,46,33,2022,mj
S5,130.0,"13, 23, 35",–,88,73,60,47,34,2022,mj
AY,260.0,"12, 22, 33, 42, 52",208,187,166,141,116,92,2024,fm
BT2,260.0,"42, 52, 87",199,177,155,130,106,82,2024,fm
BY1,260.0,"42, 52, 85",206,181,156,129,103,77,2024,fm
BY2,260.0,"42, 52, 88",204,180,156,130,104,78,2024,fm
CY1,260.0,"42, 52, 95",205,179,153,127,101,76,2024,fm
CY2,260.0,"42, 52, 98",204,178,152,126,101,76,2024,fm
EV,260.0,"42, 52, 75",199,176,153,128,103,78,2024,fm
S3,130.0,"12, 22, 33",–,103,94,82,70,59,2024,fm
BX1,260.0,"41, 51, 84",199,172,145,121,97,73,2024,mj
BX2,260.0,"41, 51, 87",198,173,148,123,99,75,2024,mj
BY1,260.0,"42, 52, 85",210,181,152,125,98,71,2024,mj
BY2,260.0,"42, 52, 88",208,180,152,125,98,72,2024,mj
BZ1,260.0,"43, 53, 86",200,173,146,121,96,72,2024,mj
CP1,260.0,"43, 53, 94",206,177,148,122,96,70,2024,mj
CQ1,260.0,"41, 51, 95",204,175,146,120,94,69,2024,mj
CQ2,260.0,"41, 51, 98",203,174,145,119,94,69,2024,mj
CR1,260.0,"42, 52, 96",214,183,152,125,99,73,2024,mj
CR2,260.0,"42, 52, 99",213,183,153,126,100,74,2024,mj
CX1,260.0,"41, 51, 94",206,177,148,122,96,70,2024,mj
CY1,260.0,"42, 52, 95",209,179,149,122,96,70,2024,mj
CY2,260.0,"42, 52, 98",208,178,148,122,96,70,2024,mj
HX,260.0,"11, 21, 32, 41, 51",200,177,154,129,104,79,2024,mj
HY,260.0,"12, 22, 34, 42, 52",213,184,155,128,101,74,2024,mj
S1,130.0,"11, 21, 31",–,96,86,74,62,50,2024,mj
S2,130.0,"11, 21, 32",–,97,89,77,65,53,2024,mj
S3,130.0,"12, 22, 33",–,99,86,72,58,45,2024,mj
S4,130.0,"12, 22, 34",–,100,87,73,60,47,2024,mj
S5,130.0,"13, 23, 35",–,98,86,74,62,50,2024,mj
AC,260.0,"14, 24, 37, 44, 54",202,177,152,126,100,74,2025,mj
AX,260.0,"11, 21, 31, 41, 51",201,177,153,128,103,79,2025,mj
AY,260.0,"12, 22, 33, 42, 52",203,178,153,128,103,78,2025,mj
2W,260.0,"12, 22, 33, 41, 52",209,182,155,128,102,76,2025,mj
AZ,260.0,"13, 23, 35, 43, 53",205,178,151,125,99,74,2025,mj
BN1,260.0,"44, 54, 85",209,184,159,131,103,75,2025,mj
BN2,260.0,"44, 54, 88",210,185,160,132,104,77,2025,mj
BX1,260.0,"41, 51, 84",204,179,154,128,103,78,2025,mj
BX2,260.0,"41, 51, 87",203,180,157,131,106,81,2025,mj
BY1,260.0,"42, 52, 85",206,180,154,128,102,77,2025,mj
BY2,260.0,"42, 52, 88",207,181,155,129,104,79,2025,mj
5W1,260.0,"41, 52, 85",212,184,156,129,102,75,2025,mj
5W2,260.0,"41, 52, 88",213,185,157,130,103,77,2025,mj
BZ1,260.0,"43, 53, 86",208,181,154,128,103,78,2025,mj
CN1,260.0,"44, 54, 96",210,184,158,131,104,77,2025,mj
CN2,260.0,"44, 54, 99",210,184,158,131,105,79,2025,mj
CP1,260.0,"43, 53, 94",209,180,151,126,102,78,2025,mj
CQ1,260.0,"41, 51, 95",209,180,151,126,101,76,2025,mj
CQ2,260.0,"41, 51, 98",208,180,152,127,102,78,2025,mj
CR1,260.0,"42, 52, 96",207,180,153,128,103,79,2025,mj
CR2,260.0,"42, 52, 99",207,180,153,129,105,81,2025,mj
WC1,260.0,"41, 52, 96",213,184,155,129,103,77,2025,mj
WC2,260.0,"41, 52, 99",213,184,155,129,104,79,2025,mj
CX1,260.0,"41, 51, 94",209,180,151,126,102,78,2025,mj
CY1,260.0,"42, 52, 95",205,178,151,127,103,80,2025,mj
CY2,260.0,"42, 52, 98",204,178,152,128,105,82,2025,mj
HC,260.0,"14, 24, 38, 44, 54",202,176,150,124,98,73,2025,mj
HX,260.0,"11, 21, 32, 41, 51",203,177,151,126,102,78,2025,mj
HY,260.0,"12, 22, 34, 42, 52",203,177,151,126,101,77,2025,mj
7W,260.0,"12, 22, 34, 41, 52",209,181,153,127,101,75,2025,mj
P1,75.0,50,–,59,53,44,35,27,2025,mj
S1,130.0,"11, 21, 31",–,94,85,73,62,51,2025,mj
S2,130.0,"11, 21, 32",–,94,83,72,61,50,2025,mj
S3,130.0,"12, 22, 33",–,97,85,72,59,46,2025,mj
S4,130.0,"12, 22, 34",–,96,83,70,57,45,2025,mj
S5,130.0,"13, 23, 35",–,95,83,70,58,46,2025,mj
SA,130.0,"14, 24, 37",–,92,79,67,55,44,2025,mj
SB,130.0,"14, 24, 38",–,91,77,65,54,43,2025,mj
AZ,260.0,"13, 23, 35, 43, 53",188,164,140,115,91,67,2022,on
BS1,260.0,"41, 51, 86",194,167,140,113,86,60,2022,on
BT1,260.0,"42, 52, 84",197,171,145,118,92,66,2022,on
BT2,260.0,"42, 52, 87",197,171,145,118,92,66,2022,on
BU1,260.0,"43, 53, 85",193,167,141,113,85,58,2022,on
BU2,260.0,"43, 53, 88",193,167,141,113,86,59,2022,on
BX1,260.0,"41, 51, 84",194,168,142,115,89,63,2022,on
BY1,260.0,"42, 52, 85",196,170,144,116,88,61,2022,on
BY2,260.0,"42, 52, 88",196,170,144,116,89,62,2022,on
BYJ,130.0,"42, 52",91,78,65,49,33,17,2022,on
BZ1,260.0,"43, 53, 86",194,167,140,113,86,60,2022,on
CY1,260.0,"42, 52, 95",190,165,140,114,88,63,2022,on
CY2,260.0,"42, 52, 98",188,163,138,112,86,61,2022,on
CYN,130.0,"42, 52",91,78,65,49,33,17,2022,on
CZ1,260.0,"43, 53, 96",192,166,140,113,87,61,2022,on
CZ2,260.0,"43, 53, 99",189,164,139,112,85,59,2022,on
CZN,130.0,"43, 53",88,75,62,46,30,14,2022,on
EV,260.0,"42, 52, 75",197,172,147,119,92,65,2022,on
HY,260.0,"12, 22, 34, 42, 52",190,166,142,116,90,64,2022,on
HZ,260.0,"13, 23, 36, 43, 53",186,162,138,114,90,66,2022,on
P1,75.0,50,–,55,47,38,29,20,2022,on
S1,130.0,"11, 21, 31",–,84,72,59,46,34,2022,on
S3,130.0,"12, 22, 33",–,82,69,57,45,33,2022,on
S4,130.0,"12, 22, 34",–,84,72,59,47,35,2022,on
S5,130.0,"13, 23, 35",–,85,73,62,51,41,2022,on
S6,130.0,"13, 23, 36",–,83,71,60,50,40,2022,on
