id,pdf_links,subject_code,month,month_id,year
9483_mj_2024,https://www.cambridgeinternational.org/Images/715985-music-a-level-9483-june-2024-grade-threshold-table.pdf,9483,june,mj,2024
9702_mj_2024,https://www.cambridgeinternational.org/Images/715961-physics-9702-june-2024-grade-threshold-table.pdf,9702,june,mj,2024
9718_mj_2024,https://www.cambridgeinternational.org/Images/716045-portuguese-a-level-9718-june-2023-grade-threshold-table.pdf,9718,june,mj,2024
8684_mj_2024,https://www.cambridgeinternational.org/Images/715976-portuguese-language-as-level-8684-june-2024-grade-threshold-table.pdf,8684,june,mj,2024
9990_mj_2024,https://www.cambridgeinternational.org/Images/715962-psychology-9990-june-2024-grade-threshold-table.pdf,9990,june,mj,2024
9699_mj_2024,https://www.cambridgeinternational.org/Images/715963-sociology-9699-june-2024-grade-threshold-table.pdf,9699,june,mj,2024
9844_mj_2024,https://www.cambridgeinternational.org/Images/716046-spanish-language-and-literature-a-level-9844-june-2024-grade-threshold-table.pdf,9844,june,mj,2024
8022_mj_2024,https://www.cambridgeinternational.org/Images/715969-spanish-language-as-level-8022-june-2024-grade-threshold-table.pdf,8022,june,mj,2024
8386_mj_2024,https://www.cambridgeinternational.org/Images/715972-sport-physical-education-as-level-8386-june-2024-grade-threshold-table.pdf,8386,june,mj,2024
9689_mj_2024,https://www.cambridgeinternational.org/Images/716021-tamil-a-level-9689-june-2024-grade-threshold-table.pdf,9689,june,mj,2024
8689_mj_2024,https://www.cambridgeinternational.org/Images/715978-tamil-language-as-level-8689-june-2024-grade-threshold-table.pdf,8689,june,mj,2024
9694_mj_2024,https://www.cambridgeinternational.org/Images/716025-thinking-skills-9694-june-2024-grade-threshold-table.pdf,9694,june,mj,2024
9395_mj_2024,https://www.cambridgeinternational.org/Images/715982-travel-and-tourism-9395-june-2024-grade-threshold-table.pdf,9395,june,mj,2024
9676_mj_2024,https://www.cambridgeinternational.org/Images/716012-urdu-a-level-9676-june-2024-grade-threshold-table.pdf,9676,june,mj,2024
9686_mj_2024,https://www.cambridgeinternational.org/Images/716017-urdu-a-level-9686-june-2024-grade-threshold-table.pdf,9686,june,mj,2024
8686_mj_2024,https://www.cambridgeinternational.org/Images/715977-urdu-language-as-level-8686-june-2024-grade-threshold-table.pdf,8686,june,mj,2024
9706_fm_2024,https://www.cambridgeinternational.org/Images/711719-accounting-9706-march-2024-grade-threshold-table.pdf,9706,march,fm,2024
9479_fm_2024,https://www.cambridgeinternational.org/Images/711720-art-design-9479-march-2024-grade-threshold-table.pdf,9479,march,fm,2024
9700_fm_2024,https://www.cambridgeinternational.org/Images/711721-biology-9700-march-2024-grade-threshold-table.pdf,9700,march,fm,2024
9609_fm_2024,https://www.cambridgeinternational.org/Images/711722-business-9609-march-2024-grade-threshold-table.pdf,9609,march,fm,2024
9980_fm_2024,https://www.cambridgeinternational.org/Images/711723-cambridge-international-project-qualification-9980-march-2024-grade-threshold-table.pdf,9980,march,fm,2024
9701_fm_2024,https://www.cambridgeinternational.org/Images/711724-chemistry-9701-march-2024-grade-threshold-table.pdf,9701,march,fm,2024
9708_fm_2024,https://www.cambridgeinternational.org/Images/711725-economics-9708-march-2024-grade-threshold-table.pdf,9708,march,fm,2024
8021_fm_2024,https://www.cambridgeinternational.org/Images/711726-english-general-paper-8021-march-2024-grade-threshold-table.pdf,8021,march,fm,2024
9093_fm_2024,https://www.cambridgeinternational.org/Images/711727-english-language-9093-march-2024-grade-threshold-table.pdf,9093,march,fm,2024
9695_fm_2024,https://www.cambridgeinternational.org/Images/711728-english-literature-9695-march-2024-grade-threshold-table.pdf,9695,march,fm,2024
9239_fm_2024,https://www.cambridgeinternational.org/Images/711729-global-perspectives-research-9239-march-2024-grade-threshold-table.pdf,9239,march,fm,2024
9489_fm_2024,https://www.cambridgeinternational.org/Images/711730-history-9489-march-2024-grade-threshold-table.pdf,9489,march,fm,2024
9626_fm_2024,https://www.cambridgeinternational.org/Images/711731-information-technology-9626-march-2024-grade-threshold-table.pdf,9626,march,fm,2024
9709_fm_2024,https://www.cambridgeinternational.org/Images/711732-mathematics-9709-march-2024-grade-threshold-table.pdf,9709,march,fm,2024
9702_fm_2024,https://www.cambridgeinternational.org/Images/711733-physics-9702-march-2024-grade-threshold-table.pdf,9702,march,fm,2024
9990_fm_2024,https://www.cambridgeinternational.org/Images/711734-psychology-9990-march-2024-grade-threshold-table.pdf,9990,march,fm,2024
9699_fm_2024,https://www.cambridgeinternational.org/Images/711735-sociology-9699-march-2024-grade-threshold-table.pdf,9699,march,fm,2024
9706_on_2023,https://www.cambridgeinternational.org/Images/705210-accounting-9706-november-2023-grade-threshold-table.pdf,9706,november,on,2023
9680_on_2023,https://www.cambridgeinternational.org/Images/705211-arabic-a-level-9680-november-2023-grade-threshold-table.pdf,9680,november,on,2023
8680_on_2023,https://www.cambridgeinternational.org/Images/705212-arabic-language-as-level-8680-november-2023-grade-threshold-table.pdf,8680,november,on,2023
8679_on_2023,https://www.cambridgeinternational.org/Images/705266-afrikaans-as-level-8679-november-2023-grade-theshold-table.pdf,8679,november,on,2023
9479_on_2023,https://www.cambridgeinternational.org/Images/705213-art-and-design-9479-november-2023-grade-threshold-table.pdf,9479,november,on,2023
9484_on_2023,https://www.cambridgeinternational.org/Images/705214-biblical-studies-9484-november-2023-grade-threshold-table.pdf,9484,november,on,2023
9700_on_2023,https://www.cambridgeinternational.org/Images/705215-biology-9700-november-2023-grade-threshold-table.pdf,9700,november,on,2023
9609_on_2023,https://www.cambridgeinternational.org/Images/705216-business-9609-november-2023-grade-threshold-table.pdf,9609,november,on,2023
9701_on_2023,https://www.cambridgeinternational.org/Images/705217-chemistry-9701-november-2023-grade-threshold-table.pdf,9701,november,on,2023
9715_on_2023,https://www.cambridgeinternational.org/Images/705334-chinese-a-level-9715-november-2023-grade-threshold-table.pdf,9715,november,on,2023
8681_on_2023,https://www.cambridgeinternational.org/Images/705329-chinese-language-8681-november-2023-grade-threshold-table.pdf,8681,november,on,2023
9274_on_2023,https://www.cambridgeinternational.org/Images/705271-classical-studies-9274-november-2023-grade-threshold-table.pdf,9274,november,on,2023
9618_on_2023,https://www.cambridgeinternational.org/Images/705220-computer-science-9618-november-2023-grade-threshold-table.pdf,9618,november,on,2023
9705_on_2023,https://www.cambridgeinternational.org/Images/705221-design-and-technology-9705-november-2023-grade-threshold-table.pdf,9705,november,on,2023
9631_on_2023,https://www.cambridgeinternational.org/Images/705331-design-and-textiles-9631-november-2023-grade-threshold-table.pdf,9631,november,on,2023
9481_on_2023,https://www.cambridgeinternational.org/Images/705222-digital-media-design-9481-november-2023-grade-threshold-table.pdf,9481,november,on,2023
9482_on_2023,https://www.cambridgeinternational.org/Images/705223-drama-9482-november-2023-grade-threshold-table.pdf,9482,november,on,2023
9708_on_2023,https://www.cambridgeinternational.org/Images/705224-economics-9708-november-2023-grade-threshold-table.pdf,9708,november,on,2023
8021_on_2023,https://www.cambridgeinternational.org/Images/705225-english-general-paper-as-level-8021-november-2023-grade-threshold-table.pdf,8021,november,on,2023
9093_on_2023,https://www.cambridgeinternational.org/Images/705226-english-language-a-level-9093-november-2023-grade-threshold-table.pdf,9093,november,on,2023
8291_on_2023,https://www.cambridgeinternational.org/Images/705227-environmental-management-as-level-8291-november-2023-grade-threshold-table.pdf,8291,november,on,2023
8665_on_2023,https://www.cambridgeinternational.org/Images/705228-first-language-spanish-as-level-8665-november-2023-grade-threshold-table.pdf,8665,november,on,2023
9716_on_2023,https://www.cambridgeinternational.org/Images/705229-french-a-level-9716-november-2023-grade-threshold-table.pdf,9716,november,on,2023
8682_on_2023,https://www.cambridgeinternational.org/Images/705230-french-language-as-level-8682-november-2023-grade-threshold-table.pdf,8682,november,on,2023
9231_on_2023,https://www.cambridgeinternational.org/Images/705231-further-mathematics-a-level-9231-november-2023-grade-threshold-table.pdf,9231,november,on,2023
9696_on_2023,https://www.cambridgeinternational.org/Images/705232-geography-9696-november-2023-grade-threshold-table.pdf,9696,november,on,2023
9717_on_2023,https://www.cambridgeinternational.org/Images/705233-german-a-level-9717-november-2023-grade-threshold-table.pdf,9717,november,on,2023
8683_on_2023,https://www.cambridgeinternational.org/Images/705234-german-language-as-level-8683-november-2023-grade-threshold-table.pdf,8683,november,on,2023
9239_on_2023,https://www.cambridgeinternational.org/Images/705235-global-perspectives-research-9239-november-2023-grade-threshold-table.pdf,9239,november,on,2023
9687_on_2023,https://www.cambridgeinternational.org/Images/705333-hindi-a-level-9687-november-2023-grade-threshold-table.pdf,9687,november,on,2023
8675_on_2023,https://www.cambridgeinternational.org/Images/705328-hindi-literature-8675-november-2023-grade-threshold-table.pdf,8675,november,on,2023
8687_on_2023,https://www.cambridgeinternational.org/Images/705330-hindi-language-8687-november-2023-grade-threshold-table.pdf,8687,november,on,2023
9487_on_2023,https://www.cambridgeinternational.org/Images/705236-hinduism-9487-november-2023-grade-threshold-table.pdf,9487,november,on,2023
9489_on_2023,https://www.cambridgeinternational.org/Images/705237-history-9489-november-2023-grade-threshold-table.pdf,9489,november,on,2023
9626_on_2023,https://www.cambridgeinternational.org/Images/705238-information-technology-9626-november-2023-grade-threshold-table.pdf,9626,november,on,2023
9980_on_2023,https://www.cambridgeinternational.org/Images/705239-international-project-a-level-9980-november-2023-grade-threshold-table.pdf,9980,november,on,2023
9488_on_2023,https://www.cambridgeinternational.org/Images/705240-islamic-studies-9488-november-2023-grade-threshold-table.pdf,9488,november,on,2023
8281_on_2023,https://www.cambridgeinternational.org/Images/705265-japanese-language-8281-november-2023-grade-threshold-table.pdf,8281,november,on,2023
8695_on_2023,https://www.cambridgeinternational.org/Images/705241-language-and-literature-in-english-as-level-8695-november-2023-grade-threshold-table.pdf,8695,november,on,2023
9084_on_2023,https://www.cambridgeinternational.org/Images/705242-law-9084-november-2023-grade-threshold-table.pdf,9084,november,on,2023
9695_on_2023,https://www.cambridgeinternational.org/Images/705243-literature-in-english-9695-november-2023-grade-threshold-table.pdf,9695,november,on,2023
9693_on_2023,https://www.cambridgeinternational.org/Images/705244-marine-science-9693-november-2023-grade-threshold-table.pdf,9693,november,on,2023
9709_on_2023,https://www.cambridgeinternational.org/Images/705245-mathematics-9709-november-2023-grade-threshold-table.pdf,9709,november,on,2023
9607_on_2023,https://www.cambridgeinternational.org/Images/705246-media-studies-9607-november-2023-grade-threshold-table.pdf,9607,november,on,2023
9483_on_2023,https://www.cambridgeinternational.org/Images/705247-music-9483-november-2023-grade-threshold-table.pdf,9483,november,on,2023
9396_on_2023,https://www.cambridgeinternational.org/Images/705248-physical-education-9396-november-2023-grade-threshold-table.pdf,9396,november,on,2023
9702_on_2023,https://www.cambridgeinternational.org/Images/705249-physics-9702-november-2023-grade-threshold-table.pdf,9702,november,on,2023
9990_on_2023,https://www.cambridgeinternational.org/Images/705252-psychology-9990-november-2023-grade-threshold-table.pdf,9990,november,on,2023
9699_on_2023,https://www.cambridgeinternational.org/Images/705253-sociology-9699-november-2023-grade-threshold-table.pdf,9699,november,on,2023
9719_on_2023,https://www.cambridgeinternational.org/Images/705254-spanish-a-level-9719-november-2023-grade-threshold-table.pdf,9719,november,on,2023
8685_on_2023,https://www.cambridgeinternational.org/Images/705255-spanish-language-as-level-8685-november-2023-grade-threshold-table.pdf,8685,november,on,2023
8673_on_2023,https://www.cambridgeinternational.org/Images/705256-spanish-literature-as-level-8673-november-2023-grade-threshold-table.pdf,8673,november,on,2023
9689_on_2023,https://www.cambridgeinternational.org/Images/705257-tamil-a-level-9689-november-2023-grade-threshold-table.pdf,9689,november,on,2023
8689_on_2023,https://www.cambridgeinternational.org/Images/705258-tamil-language-as-level-8689-november-2023-grade-threshold-table.pdf,8689,november,on,2023
9694_on_2023,https://www.cambridgeinternational.org/Images/705259-thinking-skills-9694-november-2023-grade-threshold-table.pdf,9694,november,on,2023
9395_on_2023,https://www.cambridgeinternational.org/Images/705260-travel-and-tourism-9395-november-2023-grade-threshold-table.pdf,9395,november,on,2023
9676_on_2023,https://www.cambridgeinternational.org/Images/705332-urdu-a-level-9676-november-2023-grade-threshold-table.pdf,9676,november,on,2023
9686_on_2023,https://www.cambridgeinternational.org/Images/705261-urdu-a-level-9686-november-2023-grade-threshold-table.pdf,9686,november,on,2023
8686_on_2023,https://www.cambridgeinternational.org/Images/705262-urdu-language-as-level-8686-november-2023-grade-threshold-table.pdf,8686,november,on,2023
9706_mj_2023,https://www.cambridgeinternational.org/Images/690798-accounting-9706-june-2023-grade-threshold-table.pdf,9706,june,mj,2023
9680_mj_2023,https://www.cambridgeinternational.org/Images/690786-arabic-a-level-9680-june-2023-grade-threshold-table.pdf,9680,june,mj,2023
8680_mj_2023,https://www.cambridgeinternational.org/Images/690759-arabic-language-as-level-8680-june-2023-grade-threshold-table.pdf,8680,june,mj,2023
9479_mj_2023,https://www.cambridgeinternational.org/Images/690774-art-and-design-9479-june-2023-grade-threshold-table.pdf,9479,june,mj,2023
9484_mj_2023,https://www.cambridgeinternational.org/Images/690778-biblical-studies-9484-june-2023-grade-threshold-table.pdf,9484,june,mj,2023
9700_mj_2023,https://www.cambridgeinternational.org/Images/690794-biology-9700-june-2023-grade-threshold-table.pdf,9700,june,mj,2023
9609_mj_2023,https://www.cambridgeinternational.org/Images/690783-business-9609-june-2023-grade-threshold-table.pdf,9609,june,mj,2023
9701_mj_2023,https://www.cambridgeinternational.org/Images/690795-chemistry-9701-june-2023-grade-threshold-table.pdf,9701,june,mj,2023
9715_mj_2023,https://www.cambridgeinternational.org/Images/690801-chinese-a-level-9715-june-2023-grade-threshold-table.pdf,9715,june,mj,2023
8681_mj_2023,https://www.cambridgeinternational.org/Images/690760-chinese-language-as-level-8681-june-2023-grade-threshold-table.pdf,8681,june,mj,2023
9618_mj_2023,https://www.cambridgeinternational.org/Images/690784-computer-science-9618-june-2023-grade-threshold-table.pdf,9618,june,mj,2023
9705_mj_2023,https://www.cambridgeinternational.org/Images/690797-design-and-technology-9705-june-2023-grade-threshold-table.pdf,9705,june,mj,2023
9481_mj_2023,https://www.cambridgeinternational.org/Images/690775-digital-media-design-9481-june-2023-grade-threshold-table.pdf,9481,june,mj,2023
9482_mj_2023,https://www.cambridgeinternational.org/Images/690776-drama-9482-june-2023-grade-threshold-table.pdf,9482,june,mj,2023
9708_mj_2023,https://www.cambridgeinternational.org/Images/690799-economics-9708-june-2023-grade-threshold-table.pdf,9708,june,mj,2023
8021_mj_2023,https://www.cambridgeinternational.org/Images/690755-english-general-paper-as-level-8021-june-2023-grade-threshold-table.pdf,8021,june,mj,2023
9093_mj_2023,https://www.cambridgeinternational.org/Images/690769-english-language-a-level-9093-june-2023-grade-threshold-table.pdf,9093,june,mj,2023
8291_mj_2023,https://www.cambridgeinternational.org/Images/690756-environmental-management-as-level-8291-june-2023-grade-threshold-table.pdf,8291,june,mj,2023
8665_mj_2023,https://www.cambridgeinternational.org/Images/690757-first-language-spanish-as-level-8665-june-2023-grade-threshold-table.pdf,8665,june,mj,2023
9716_mj_2023,https://www.cambridgeinternational.org/Images/690802-french-a-level-9716-june-2023-grade-threshold-table.pdf,9716,june,mj,2023
8682_mj_2023,https://www.cambridgeinternational.org/Images/690761-french-language-as-level-8682-june-2023-grade-threshold-table.pdf,8682,june,mj,2023
9231_mj_2023,https://www.cambridgeinternational.org/Images/690770-further-mathematics-a-level-9231-june-2023-grade-threshold-table.pdf,9231,june,mj,2023
9696_mj_2023,https://www.cambridgeinternational.org/Images/690792-geography-9696-june-2023-grade-threshold-table.pdf,9696,june,mj,2023
9717_mj_2023,https://www.cambridgeinternational.org/Images/690803-german-a-level-9717-june-2023-grade-threshold-table.pdf,9717,june,mj,2023
8683_mj_2023,https://www.cambridgeinternational.org/Images/690762-german-language-as-level-8683-june-2023-grade-threshold-table.pdf,8683,june,mj,2023
9239_mj_2023,https://www.cambridgeinternational.org/Images/690771-global-perspectives-research-9239-june-2023-grade-threshold-table.pdf,9239,june,mj,2023
9487_mj_2023,https://www.cambridgeinternational.org/Images/690779-hinduism-9487-june-2023-grade-threshold-table.pdf,9487,june,mj,2023
9489_mj_2023,https://www.cambridgeinternational.org/Images/690781-history-9489-june-2023-grade-threshold-table.pdf,9489,june,mj,2023
9626_mj_2023,https://www.cambridgeinternational.org/Images/690785-information-technology-9626-june-2023-grade-threshold-table.pdf,9626,june,mj,2023
9980_mj_2023,https://www.cambridgeinternational.org/Images/690806-international-project-a-level-9980-june-2023-grade-threshold-table.pdf,9980,june,mj,2023
9488_mj_2023,https://www.cambridgeinternational.org/Images/690780-islamic-studies-9488-june-2023-grade-threshold-table.pdf,9488,june,mj,2023
8695_mj_2023,https://www.cambridgeinternational.org/Images/690767-language-and-literature-in-english-as-level-8695-june-2023-grade-threshold-table.pdf,8695,june,mj,2023
9084_mj_2023,https://www.cambridgeinternational.org/Images/690768-law-9084-june-2023-grade-threshold-table.pdf,9084,june,mj,2023
9695_mj_2023,https://www.cambridgeinternational.org/Images/690791-literature-in-english-9695-june-2023-grade-threshold-table.pdf,9695,june,mj,2023
9693_mj_2023,https://www.cambridgeinternational.org/Images/690789-marine-science-9693-june-2023-grade-threshold-table.pdf,9693,june,mj,2023
9709_mj_2023,https://www.cambridgeinternational.org/Images/690800-mathematics-9709-june-2023-grade-threshold-table.pdf,9709,june,mj,2023
9607_mj_2023,https://www.cambridgeinternational.org/Images/690782-media-studies-9607-june-2023-grade-threshold-table.pdf,9607,june,mj,2023
9483_mj_2023,https://www.cambridgeinternational.org/Images/690777-music-9483-june-2023-grade-threshold-table.pdf,9483,june,mj,2023
9396_mj_2023,https://www.cambridgeinternational.org/Images/690773-physical-education-9396-june-2023-grade-threshold-table.pdf,9396,june,mj,2023
9702_mj_2023,https://www.cambridgeinternational.org/Images/690796-physics-9702-june-2023-grade-threshold-table.pdf,9702,june,mj,2023
9718_mj_2023,https://www.cambridgeinternational.org/Images/690804-portuguese-a-level-9718-june-2023-grade-threshold-table.pdf,9718,june,mj,2023
8684_mj_2023,https://www.cambridgeinternational.org/Images/690763-portuguese-language-as-level-8684-june-2023-grade-threshold-table.pdf,8684,june,mj,2023
9990_mj_2023,https://www.cambridgeinternational.org/Images/690807-psychology-9990-june-2023-grade-threshold-table.pdf,9990,june,mj,2023
9699_mj_2023,https://www.cambridgeinternational.org/Images/690793-sociology-9699-june-2023-grade-threshold-table.pdf,9699,june,mj,2023
9719_mj_2023,https://www.cambridgeinternational.org/Images/690805-spanish-a-level-9719-june-2023-grade-threshold-table.pdf,9719,june,mj,2023
8685_mj_2023,https://www.cambridgeinternational.org/Images/690764-spanish-language-as-level-8685-june-2023-grade-threshold-table.pdf,8685,june,mj,2023
8673_mj_2023,https://www.cambridgeinternational.org/Images/690758-spanish-literature-as-level-8673-june-2023-grade-threshold-table.pdf,8673,june,mj,2023
9689_mj_2023,https://www.cambridgeinternational.org/Images/690788-tamil-a-level-9689-june-2023-grade-threshold-table.pdf,9689,june,mj,2023
8689_mj_2023,https://www.cambridgeinternational.org/Images/690766-tamil-language-as-level-8689-june-2023-grade-threshold-table.pdf,8689,june,mj,2023
9694_mj_2023,https://www.cambridgeinternational.org/Images/690790-thinking-skills-9694-june-2023-grade-threshold-table.pdf,9694,june,mj,2023
9395_mj_2023,https://www.cambridgeinternational.org/Images/690772-travel-and-tourism-9395-june-2023-grade-threshold-table.pdf,9395,june,mj,2023
9686_mj_2023,https://www.cambridgeinternational.org/Images/690787-urdu-a-level-9686-june-2023-grade-threshold-table.pdf,9686,june,mj,2023
8686_mj_2023,https://www.cambridgeinternational.org/Images/690765-urdu-language-as-level-8686-june-2023-grade-threshold-table.pdf,8686,june,mj,2023
9706_fm_2023,https://www.cambridgeinternational.org/Images/683842-accounting-9706-march-2023-grade-threshold-table.pdf,9706,march,fm,2023
9479_fm_2023,https://www.cambridgeinternational.org/Images/683847-art-design-9479-march-2023-grade-threshold-table.pdf,9479,march,fm,2023
9700_fm_2023,https://www.cambridgeinternational.org/Images/683848-biology-9700-march-2023-grade-threshold-table.pdf,9700,march,fm,2023
9609_fm_2023,https://www.cambridgeinternational.org/Images/683849-business-9609-march-2023-grade-threshold-table.pdf,9609,march,fm,2023
9980_fm_2023,https://www.cambridgeinternational.org/Images/683850-cambridge-international-project-qualification-9980-.pdf,9980,march,fm,2023
9701_fm_2023,https://www.cambridgeinternational.org/Images/683851-chemistry-9701-march-2023-grade-threshold-table.pdf,9701,march,fm,2023
9708_fm_2023,https://www.cambridgeinternational.org/Images/683862-economics-9708-march-2023-grade-threshold-table.pdf,9708,march,fm,2023
8021_fm_2023,https://www.cambridgeinternational.org/Images/683863-english-general-paper-8021-march-2023-grade-threshold-table.pdf,8021,march,fm,2023
9093_fm_2023,https://www.cambridgeinternational.org/Images/683864-english-language-9093-march-2023-grade-threshold-table.pdf,9093,march,fm,2023
9695_fm_2023,https://www.cambridgeinternational.org/Images/683866-english-literature-9695-march-2023-grade-threshold-table.pdf,9695,march,fm,2023
9239_fm_2023,https://www.cambridgeinternational.org/Images/683873-global-perspectives-research-9239-march-2023-grade-threshold-table.pdf,9239,march,fm,2023
9489_fm_2023,https://www.cambridgeinternational.org/Images/683878-history-9489-march-2023-grade-threshold-table.pdf,9489,march,fm,2023
9626_fm_2023,https://www.cambridgeinternational.org/Images/683879-information-technology-9626-march-2023-grade-threshold-table.pdf,9626,march,fm,2023
9709_fm_2023,https://www.cambridgeinternational.org/Images/683884-mathematics-9709-march-2023-grade-threshold-table.pdf,9709,march,fm,2023
9702_fm_2023,https://www.cambridgeinternational.org/Images/683889-physics-9702-march-2023-grade-threshold-table.pdf,9702,march,fm,2023
9990_fm_2023,https://www.cambridgeinternational.org/Images/683890-psychology-9990-march-2023-grade-threshold-table.pdf,9990,march,fm,2023
9699_fm_2023,https://www.cambridgeinternational.org/Images/683891-sociology-9699-march-2023-grade-threshold-table.pdf,9699,march,fm,2023
9706_on_2022,https://www.cambridgeinternational.org/Images/672514-accounting-9706-november-2022-grade-threshold-table.pdf,9706,november,on,2022
9679_on_2022,https://www.cambridgeinternational.org/Images/672499-afrikaans-a-level-9679-november-2022-grade-threshold-table.pdf,9679,november,on,2022
8679_on_2022,https://www.cambridgeinternational.org/Images/672463-arikaans-as-level-8679-november-2022-grade-theshold-table.pdf,8679,november,on,2022
8680_on_2022,https://www.cambridgeinternational.org/Images/672466-arabic-as-level-8680-november-2022-grade-threshold-table.pdf,8680,november,on,2022
9680_on_2022,https://www.cambridgeinternational.org/Images/672500-arabic-a-level-9680-november-2022-grade-threshold-table.pdf,9680,november,on,2022
9479_on_2022,https://www.cambridgeinternational.org/Images/672481-art-design-9479-november-2022-grade-threshold-table.pdf,9479,november,on,2022
9700_on_2022,https://www.cambridgeinternational.org/Images/672509-biology-9700-november-2022-grade-threshold-table.pdf,9700,november,on,2022
9609_on_2022,https://www.cambridgeinternational.org/Images/672492-business-9609-november-2022-grade-threshold-table.pdf,9609,november,on,2022
9980_on_2022,https://www.cambridgeinternational.org/Images/672521-cambridge-international-project-qualification-9980-.pdf,9980,november,on,2022
9701_on_2022,https://www.cambridgeinternational.org/Images/672511-chemistry-9701-november-2022-grade-threshold-table.pdf,9701,november,on,2022
8681_on_2022,https://www.cambridgeinternational.org/Images/672467-chinese-language-8681-november-2022-grade-threshold-table.pdf,8681,november,on,2022
9715_on_2022,https://www.cambridgeinternational.org/Images/672517-chinese-a-level-9715-november-2022-grade-threshold-table.pdf,9715,november,on,2022
9274_on_2022,https://www.cambridgeinternational.org/Images/672478-classical-studies-9274-november-2022-grade-threshold-table.pdf,9274,november,on,2022
9618_on_2022,https://www.cambridgeinternational.org/Images/672495-computer-science-9618-november-2022-grade-threshold-table.pdf,9618,november,on,2022
9705_on_2022,https://www.cambridgeinternational.org/Images/672513-design-technology-9705-november-2022-grade-threshold-table.pdf,9705,november,on,2022
9631_on_2022,https://www.cambridgeinternational.org/Images/672497-design-and-textiles-9631-november-2022-grade-threshold-table.pdf,9631,november,on,2022
9481_on_2022,https://www.cambridgeinternational.org/Images/672482-digital-media-design-9481-november-2022-grade-threshold-table.pdf,9481,november,on,2022
9011_on_2022,https://www.cambridgeinternational.org/Images/672475-divinity-a-level-9011-november-2022-grade-threshold-table.pdf,9011,november,on,2022
8041_on_2022,https://www.cambridgeinternational.org/Images/672454-divinity-as-level-8041-november-2022-grade-threshold-table.pdf,8041,november,on,2022
9482_on_2022,https://www.cambridgeinternational.org/Images/672483-drama-9482-november-2022-grade-theshold-table.pdf,9482,november,on,2022
9708_on_2022,https://www.cambridgeinternational.org/Images/672515-economics-9708-november-2022-grade-threshold-table.pdf,9708,november,on,2022
8021_on_2022,https://www.cambridgeinternational.org/Images/672453-english-general-paper-8021-november-2022-grade-threshold-table.pdf,8021,november,on,2022
9093_on_2022,https://www.cambridgeinternational.org/Images/672529-english-language-9093-november-2022-grade-threshold-table.pdf,9093,november,on,2022
9695_on_2022,https://www.cambridgeinternational.org/Images/672530-english-literature-9695-november-2022-grade-threshold-table.pdf,9695,november,on,2022
8695_on_2022,https://www.cambridgeinternational.org/Images/672474-english-language-and-literature-as-level-8695-november-2022-grade-threshold-table.pdf,8695,november,on,2022
8291_on_2022,https://www.cambridgeinternational.org/Images/672456-environmental-management-8291-november-2022-grade-threshold-table.pdf,8291,november,on,2022
9716_on_2022,https://www.cambridgeinternational.org/Images/672518-french-a-level-9716-november-2022-grade-threshold-table.pdf,9716,november,on,2022
8682_on_2022,https://www.cambridgeinternational.org/Images/672468-french-as-level-8682-november-2022-grade-threshold-table.pdf,8682,november,on,2022
9696_on_2022,https://www.cambridgeinternational.org/Images/672506-geography-9696-november-2022-grade-threshold-table.pdf,9696,november,on,2022
9717_on_2022,https://www.cambridgeinternational.org/Images/672519-german-a-level-9717-november-2022-grade-threshold-table.pdf,9717,november,on,2022
8683_on_2022,https://www.cambridgeinternational.org/Images/672469-german-language-8683-november-2022-grade-threshold-table.pdf,8683,november,on,2022
9239_on_2022,https://www.cambridgeinternational.org/Images/672477-global-perspectives-research-9239-november-2022-grade-threshold-table.pdf,9239,november,on,2022
9687_on_2022,https://www.cambridgeinternational.org/Images/672502-hindi-a-level-9687-november-2022-grade-threshold-table.pdf,9687,november,on,2022
8687_on_2022,https://www.cambridgeinternational.org/Images/672472-hindi-language-8687-november-2022-grade-threshold-table.pdf,8687,november,on,2022
8675_on_2022,https://www.cambridgeinternational.org/Images/672462-hindi-literature-8675-november-2022-grade-threshold-table.pdf,8675,november,on,2022
9487_on_2022,https://www.cambridgeinternational.org/Images/672485-hinduism-a-level-9487-november-2022-grade-threshold-table.pdf,9487,november,on,2022
9489_on_2022,https://www.cambridgeinternational.org/Images/672490-history-9489-november-2022-grade-threshold-table.pdf,9489,november,on,2022
9626_on_2022,https://www.cambridgeinternational.org/Images/672496-information-technology-9626-november-2022-grade-threshold-table.pdf,9626,november,on,2022
9488_on_2022,https://www.cambridgeinternational.org/Images/672489-islamic-studies-9488-november-2022-grade-threshold-tables.pdf,9488,november,on,2022
8281_on_2022,https://www.cambridgeinternational.org/Images/672455-japanese-language-8281-november-2022-grade-threshold-table.pdf,8281,november,on,2022
9084_on_2022,https://www.cambridgeinternational.org/Images/672476-law-9084-november-2022-grade-threshold-table.pdf,9084,november,on,2022
9693_on_2022,https://www.cambridgeinternational.org/Images/672504-marine-science-9693-november-2022-grade-threshold-table.pdf,9693,november,on,2022
9709_on_2022,https://www.cambridgeinternational.org/Images/672516-mathematics-9709-november-2022-grade-threshold-table.pdf,9709,november,on,2022
9231_on_2022,https://www.cambridgeinternational.org/Images/672528-mathematics-further-9231-november-2022-grade-theshold-table.pdf,9231,november,on,2022
9607_on_2022,https://www.cambridgeinternational.org/Images/672491-media-studies-9607-november-2022-grade-threshold-table.pdf,9607,november,on,2022
