id,pdf_links,subject_code,month,month_id,year
9483_on_2022,https://www.cambridgeinternational.org/Images/672484-music-9483-november-2022-grade-threshold-table.pdf,9483,november,on,2022
9396_on_2022,https://www.cambridgeinternational.org/Images/672480-physical-education-9396-november-2022-grade-threshold-table.pdf,9396,november,on,2022
9702_on_2022,https://www.cambridgeinternational.org/Images/672512-physics-9702-november-2022-grade-threshold-table.pdf,9702,november,on,2022
9990_on_2022,https://www.cambridgeinternational.org/Images/672522-psychology-9990-november-2022-grade-threshold-table.pdf,9990,november,on,2022
9699_on_2022,https://www.cambridgeinternational.org/Images/672508-sociology-9699-november-2022-grade-threshold-table.pdf,9699,november,on,2022
9719_on_2022,https://www.cambridgeinternational.org/Images/672520-spanish-a-level-9719-november-2022-grade-threshold-table.pdf,9719,november,on,2022
8665_on_2022,https://www.cambridgeinternational.org/Images/672457-spanish-first-language-8665-november-2022-grade-threshold-table.pdf,8665,november,on,2022
8685_on_2022,https://www.cambridgeinternational.org/Images/672470-spanish-language-8685-november-2022-grade-threshold-table.pdf,8685,november,on,2022
8673_on_2022,https://www.cambridgeinternational.org/Images/672458-spanish-literature-8673-november-2022-grade-threshold-table.pdf,8673,november,on,2022
9689_on_2022,https://www.cambridgeinternational.org/Images/672503-tamil-a-level-9689-november-2022-grade-threshold-table.pdf,9689,november,on,2022
8689_on_2022,https://www.cambridgeinternational.org/Images/672473-tamil-language-as-level-8689-.pdf,8689,november,on,2022
9694_on_2022,https://www.cambridgeinternational.org/Images/672505-thinking-skills-9694-november-2022.pdf,9694,november,on,2022
9395_on_2022,https://www.cambridgeinternational.org/Images/672479-travel-tourism-9395-november-2022-grade-theshold-table.pdf,9395,november,on,2022
9676_on_2022,https://www.cambridgeinternational.org/Images/672498-urdu-a-level-9676-november-2022-grade-threshold-table.pdf,9676,november,on,2022
8686_on_2022,https://www.cambridgeinternational.org/Images/672471-urdu-language-8686-november-2022-grade-threshold-table.pdf,8686,november,on,2022
9686_on_2022,https://www.cambridgeinternational.org/Images/672501-urdu-pakistan-only-9686-november-2022-grade-threshold-table.pdf,9686,november,on,2022
9706_mj_2022,https://www.cambridgeinternational.org/Images/659668-cambridge-international-as-and-a-level-accounting-9706-grade-threshold-table-june-2022.pdf,9706,june,mj,2022
8680_mj_2022,https://www.cambridgeinternational.org/Images/659625-cambridge-international-as-and-a-level-arabic-language-as-level-only-8680-grade-threshold-table-june-2022.pdf,8680,june,mj,2022
9680_mj_2022,https://www.cambridgeinternational.org/Images/659654-cambridge-international-as-and-a-level-arabic-a-level-only-9680-grade-threshold-table-june-2022.pdf,9680,june,mj,2022
9479_mj_2022,https://www.cambridgeinternational.org/Images/659642-cambridge-international-as-and-a-level-art-and-design-9479-grade-threshold-table-june-2022.pdf,9479,june,mj,2022
9700_mj_2022,https://www.cambridgeinternational.org/Images/659664-cambridge-international-as-and-a-level-biology-9700-grade-threshold-table-june-2022.pdf,9700,june,mj,2022
9609_mj_2022,https://www.cambridgeinternational.org/Images/659651-cambridge-international-as-and-a-level-business-9609-grade-threshold-table-june-2022.pdf,9609,june,mj,2022
9980_mj_2022,https://www.cambridgeinternational.org/Images/659676-cambridge-international-as-a-level-cambridge-international-project-9980-grade-threshold-table-june-2022.pdf,9980,june,mj,2022
9701_mj_2022,https://www.cambridgeinternational.org/Images/659665-cambridge-international-as-and-a-level-chemistry-9701-grade-threshold-table-june-2022.pdf,9701,june,mj,2022
9715_mj_2022,https://www.cambridgeinternational.org/Images/659671-cambridge-international-as-and-a-level-chinese-a-level-only-9715-grade-threshold-table-june-2022.pdf,9715,june,mj,2022
8681_mj_2022,https://www.cambridgeinternational.org/Images/659626-cambridge-international-as-and-a-level-chinese-language-as-level-only-8681-grade-threshold-table-june-2022.pdf,8681,june,mj,2022
9618_mj_2022,https://www.cambridgeinternational.org/Images/659652-cambridge-international-as-and-a-level-computer-science-9618-grade-threshold-table-june-2022.pdf,9618,june,mj,2022
9705_mj_2022,https://www.cambridgeinternational.org/Images/659667-cambridge-international-as-and-a-level-design-and-technology-9705-grade-threshold-table-june-2022.pdf,9705,june,mj,2022
9481_mj_2022,https://www.cambridgeinternational.org/Images/659643-cambridge-international-as-and-a-level-digital-media-and-design-9481-grade-threshold-table-june-2022.pdf,9481,june,mj,2022
8041_mj_2022,https://www.cambridgeinternational.org/Images/659619-cambridge-international-as-and-a-level-divinity-as-level-only-8041-grade-threshold-table-june-2022.pdf,8041,june,mj,2022
,https://www.cambridgeinternational.org/Images/659635-divinity-9011.pdf,,june,mj,2022
9482_mj_2022,https://www.cambridgeinternational.org/Images/659644-cambridge-international-as-and-a-level-drama-9482-grade-threshold-table-june-2022.pdf,9482,june,mj,2022
9708_mj_2022,https://www.cambridgeinternational.org/Images/659669-cambridge-international-as-and-a-level-economics-9708-grade-threshold-table-june-2022.pdf,9708,june,mj,2022
9093_mj_2022,https://www.cambridgeinternational.org/Images/659637-cambridge-international-as-and-a-level-english-language-9093-grade-threshold-table-june-2022.pdf,9093,june,mj,2022
8695_mj_2022,https://www.cambridgeinternational.org/Images/659634-cambridge-international-as-and-a-level-english-language-and-literature-as-level-only-8695-grade-threshold-table-june-2022.pdf,8695,june,mj,2022
9695_mj_2022,https://www.cambridgeinternational.org/Images/659661-cambridge-international-as-and-a-level-english-literature-9695-grade-threshold-table-june-2022.pdf,9695,june,mj,2022
8021_mj_2022,https://www.cambridgeinternational.org/Images/659618-cambridge-international-as-and-a-level-english-general-paper-as-level-only-8021-grade-threshold-table-june-2022.pdf,8021,june,mj,2022
8291_mj_2022,https://www.cambridgeinternational.org/Images/659622-cambridge-international-as-and-a-level-environmental-management-as-only-8291-grade-threshold-table-june-2022.pdf,8291,june,mj,2022
8682_mj_2022,https://www.cambridgeinternational.org/Images/659627-cambridge-international-as-and-a-level-french-language-as-level-only-8682-grade-threshold-table-june-2022.pdf,8682,june,mj,2022
9716_mj_2022,https://www.cambridgeinternational.org/Images/659672-cambridge-international-as-and-a-level-french-a-level-only-9716-grade-threshold-table-june-2022.pdf,9716,june,mj,2022
9696_mj_2022,https://www.cambridgeinternational.org/Images/659662-cambridge-international-as-and-a-level-geography-9696-grade-threshold-table-june-2022.pdf,9696,june,mj,2022
8683_mj_2022,https://www.cambridgeinternational.org/Images/659628-cambridge-international-as-and-a-level-german-language-as-level-only-8683-grade-threshold-table-june-2022.pdf,8683,june,mj,2022
9717_mj_2022,https://www.cambridgeinternational.org/Images/659673-cambridge-international-as-and-a-level-german-a-level-only-9717-grade-threshold-table-june-2022.pdf,9717,june,mj,2022
9239_mj_2022,https://www.cambridgeinternational.org/Images/659639-cambridge-international-as-and-a-level-global-perspectives-research-9239-grade-threshold-table-june-2022.pdf,9239,june,mj,2022
9489_mj_2022,https://www.cambridgeinternational.org/Images/659649-cambridge-international-as-and-a-level-history-9489-grade-threshold-table-june-2022.pdf,9489,june,mj,2022
9626_mj_2022,https://www.cambridgeinternational.org/Images/659653-cambridge-international-as-and-a-level-information-technology-9626-grade-threshold-table-june-2022.pdf,9626,june,mj,2022
9488_mj_2022,https://www.cambridgeinternational.org/Images/659647-cambridge-international-as-and-a-level-islamic-studies-9488-grade-threshold-table-june-2022.pdf,9488,june,mj,2022
9084_mj_2022,https://www.cambridgeinternational.org/Images/659636-cambridge-international-as-and-a-level-law-9084-grade-threshold-table-june-2022.pdf,9084,june,mj,2022
9693_mj_2022,https://www.cambridgeinternational.org/Images/659659-cambridge-international-as-and-a-level-marine-science-9693-grade-threshold-table-june-2022.pdf,9693,june,mj,2022
9231_mj_2022,https://www.cambridgeinternational.org/Images/659638-cambridge-international-as-and-a-level-mathematics-further-9231-grade-threshold-table-june-2022.pdf,9231,june,mj,2022
9709_mj_2022,https://www.cambridgeinternational.org/Images/659670-cambridge-international-as-and-a-level-mathematics-9709-grade-threshold-table-june-2022.pdf,9709,june,mj,2022
9607_mj_2022,https://www.cambridgeinternational.org/Images/659650-cambridge-international-as-and-a-level-media-studies-9607-grade-threshold-table-june-2022.pdf,9607,june,mj,2022
9483_mj_2022,https://www.cambridgeinternational.org/Images/659645-cambridge-international-as-and-a-level-music-9483-grade-threshold-table-june-2022.pdf,9483,june,mj,2022
9396_mj_2022,https://www.cambridgeinternational.org/Images/659641-cambridge-international-as-and-a-level-physical-education-9396-grade-threshold-table-june-2022.pdf,9396,june,mj,2022
9702_mj_2022,https://www.cambridgeinternational.org/Images/659666-cambridge-international-as-and-a-level-physics-9702-grade-threshold-table-june-2022.pdf,9702,june,mj,2022
8684_mj_2022,https://www.cambridgeinternational.org/Images/659629-cambridge-international-as-and-a-level-portuguese-language-as-level-only-8684-grade-threshold-table-june-2022.pdf,8684,june,mj,2022
9718_mj_2022,https://www.cambridgeinternational.org/Images/659674-cambridge-international-as-and-a-level-portuguese-a-level-only-9718-grade-threshold-table-june-2022.pdf,9718,june,mj,2022
9990_mj_2022,https://www.cambridgeinternational.org/Images/659677-cambridge-international-as-and-a-level-psychology-9990-grade-threshold-table-june-2022.pdf,9990,june,mj,2022
9699_mj_2022,https://www.cambridgeinternational.org/Images/659663-cambridge-international-as-and-a-level-sociology-9699-grade-threshold-table-june-2022.pdf,9699,june,mj,2022
8665_mj_2022,https://www.cambridgeinternational.org/Images/659623-cambridge-international-as-and-a-level-spanish-first-language-as-level-only-8665-grade-threshold-table-june-2022.pdf,8665,june,mj,2022
8673_mj_2022,https://www.cambridgeinternational.org/Images/659624-cambridge-international-as-and-a-level-spanish-literature-as-level-only-8673-grade-threshold-table-june-2022.pdf,8673,june,mj,2022
9719_mj_2022,https://www.cambridgeinternational.org/Images/659675-cambridge-international-as-and-a-level-spanish-a-level-only-9719-grade-threshold-table-june-2022.pdf,9719,june,mj,2022
8685_mj_2022,https://www.cambridgeinternational.org/Images/659630-cambridge-international-as-and-a-level-spanish-language-as-level-only-8685-grade-threshold-table-june-2022.pdf,8685,june,mj,2022
8689_mj_2022,https://www.cambridgeinternational.org/Images/659633-cambridge-international-as-and-a-level-tamil-language-as-level-only-8689-grade-threshold-table-june-2022.pdf,8689,june,mj,2022
9689_mj_2022,https://www.cambridgeinternational.org/Images/659656-cambridge-international-as-and-a-level-tamil-a-level-only-9689-grade-threshold-table-june-2022.pdf,9689,june,mj,2022
9694_mj_2022,https://www.cambridgeinternational.org/Images/659660-cambridge-international-as-and-a-level-thinking-skills-9694-grade-threshold-table-june-2022.pdf,9694,june,mj,2022
9395_mj_2022,https://www.cambridgeinternational.org/Images/659640-cambridge-international-as-and-a-level-travel-and-tourism-9395-grade-threshold-table-june-2022.pdf,9395,june,mj,2022
8686_mj_2022,https://www.cambridgeinternational.org/Images/659632-cambridge-international-as-and-a-level-urdu-language-as-level-only-8686-grade-threshold-table-june-2022.pdf,8686,june,mj,2022
9686_mj_2022,https://www.cambridgeinternational.org/Images/659655-cambridge-international-as-and-a-level-urdu-pakistan-only-a-level-only-9686-grade-threshold-table-june-2022.pdf,9686,june,mj,2022
9706_fm_2022,https://www.cambridgeinternational.org/Images/654036-accounting-9706-grade-threshold-table-march-2022.pdf,9706,march,fm,2022
9479_fm_2022,https://www.cambridgeinternational.org/Images/654026-art-design-9479-grade-threshold-table-march-2022.pdf,9479,march,fm,2022
9700_fm_2022,https://www.cambridgeinternational.org/Images/654032-biology-9700-grade-threshold-table-march-2022.pdf,9700,march,fm,2022
9609_fm_2022,https://www.cambridgeinternational.org/Images/654028-business-9609-grade-threshold-table-march-2022.pdf,9609,march,fm,2022
9980_fm_2022,https://www.cambridgeinternational.org/Images/654039-cambridge-international-project-qualification-9980-grade-threshold-table-march-2022.pdf,9980,march,fm,2022
9701_fm_2022,https://www.cambridgeinternational.org/Images/654033-chemistry-9701-grade-threshold-table-march-2022.pdf,9701,march,fm,2022
9708_fm_2022,https://www.cambridgeinternational.org/Images/654037-econimics-9708-grade-threshold-table-march-2022.pdf,9708,march,fm,2022
8021_fm_2022,https://www.cambridgeinternational.org/Images/654023-general-english-paper-8021-grade-threshold-table-march-2022.pdf,8021,march,fm,2022
9093_fm_2022,https://www.cambridgeinternational.org/Images/654024-english-language-9093-grade-threshold-table-march-2022.pdf,9093,march,fm,2022
9695_fm_2022,https://www.cambridgeinternational.org/Images/654030-english-literature-9695-grade-threshold-table-march-2022.pdf,9695,march,fm,2022
9239_fm_2022,https://www.cambridgeinternational.org/Images/654025-global-perspectives-and-research-9239-grade-threshold-table.pdf,9239,march,fm,2022
9489_fm_2022,https://www.cambridgeinternational.org/Images/654027-history-9489-grade-threshold-table-march-2022.pdf,9489,march,fm,2022
9626_fm_2022,https://www.cambridgeinternational.org/Images/654029-informaton-technology-9626-grade-threshold-table-march-2022.pdf,9626,march,fm,2022
9709_fm_2022,https://www.cambridgeinternational.org/Images/654038-mathematics-9709-grade-threshold-table-march-2022.pdf,9709,march,fm,2022
9702_fm_2022,https://www.cambridgeinternational.org/Images/654035-physics-9702-grade-threshold-table-march-2022.pdf,9702,march,fm,2022
9990_fm_2022,https://www.cambridgeinternational.org/Images/654040-psychology-9990-grade-threshold-table-march-2022.pdf,9990,march,fm,2022
9699_fm_2022,https://www.cambridgeinternational.org/Images/654031-sociology-9699-grade-threshold-table-march-2022.pdf,9699,march,fm,2022
