option,maximum mark after weighting,combination of components,a,b,c,d,e,year,month
–,140,"01, 02, 03",87,75,63,52,41,2022,mj
–,140,"01, 02, 03",94,82,71,61,51,2023,mj
–,140,"01, 02, 03",91,79,68,58,48,2024,mj
–,140,"01, 02, 03",91,79,68,58,48,2025,mj
