option,maximum mark after weighting,combination of components,a*,a,b,c,d,e,year,month
AY,120,"12, 22, 32",100,88,76,66,56,46,2025,mj
AY,120,"12, 22, 32",100,88,76,66,56,46,2025,on
AZ,120,"13, 23, 33",100,88,76,66,56,46,2025,on
