option,maximum mark after weighting,combination of components,a*,a,b,c,d,e,year,month
AY,120,"12, 22, 32",102,91,80,69,58,47,2024,mj
AY,120,"12, 22, 32",102,91,80,69,58,48,2025,mj
AX,120,"11, 21, 31",100,89,78,67,56,46,2024,on
AY,120,"12, 22, 32",100,89,78,67,56,46,2024,on
AZ,120,"13, 23, 33",100,89,78,67,56,46,2024,on
AX,120,"11, 21, 31",100,89,78,67,56,46,2025,on
AY,120,"12, 22, 32",99,88,77,66,55,45,2025,on
AZ,120,"13, 23, 33",100,89,78,67,56,46,2025,on
